epoch,train_loss,val_loss,train_psnr,val_psnr,train_ssim,val_ssim
23,0.023201503030955792,0.0171719466149807,31.90732615661621,33.03887252807617,0.7646326336860657,0.8088306951522827
24,0.02323755471408367,0.01716034661978483,31.914029037475586,33.04143348693847,0.7650321426391602,0.8089501857757568
25,0.02320309852063656,0.017147093638777734,31.907624130249022,33.0489680480957,0.7644805116653443,0.809030179977417
26,0.02299304774403572,0.01713766358792782,31.9766376953125,33.05661811828613,0.7663830304145813,0.8091002011299133
27,0.023158746734261514,0.017125196307897567,31.970790603637695,33.058470001220705,0.7646894965171814,0.8092515039443969
28,0.02307232990860939,0.017120596095919607,31.98918280029297,33.057724609375,0.7668215866088868,0.8092807817459107
29,0.023215633682906626,0.017108575515449045,31.898987197875975,33.063742294311524,0.7654379758834838,0.8093762016296386
30,0.022821044251322746,0.017097305208444595,32.049417526245115,33.07112762451172,0.7685606842041015,0.8094575476646423
31,0.023089380547404288,0.017085670344531536,31.976281295776367,33.07216995239258,0.7669781470298767,0.8095776128768921
32,0.023071789920330047,0.0170826118811965,31.9459637298584,33.07852569580078,0.7674370455741882,0.8095791935920715
33,0.02293467937409878,0.017073757350444793,32.065316802978515,33.082155838012696,0.7678171310424805,0.809631609916687
34,0.022832568243145942,0.017061883732676506,32.00962582397461,33.08467597961426,0.768683012008667,0.8097608780860901
35,0.022964481353759766,0.017043735682964325,32.00521553039551,33.0943569946289,0.7668820090293884,0.809896068572998
36,0.022401612244546412,0.01704027719795704,32.152587799072265,33.09503730773926,0.7716217293739319,0.8099100732803345
37,0.02295519758760929,0.017030872963368894,32.02319790649414,33.09753890991211,0.768896071434021,0.8099975442886352
38,0.022886320874094965,0.017027101889252664,32.00121354675293,33.10139694213867,0.7683382596969605,0.8100105094909668
39,0.022786808505654337,0.01702158819884062,32.01996368408203,33.100927734375,0.7684818305969239,0.8100546979904175
40,0.022739549338817597,0.01701430629938841,32.01742855834961,33.10513031005859,0.7694569668769836,0.8101229977607727
41,0.02265578915178776,0.01700645122677088,32.06940701293945,33.10801879882813,0.7699439754486084,0.81017995595932
42,0.02255379851907492,0.016999519877135754,32.083571395874024,33.110038681030275,0.7709709062576294,0.8102246427536011
43,0.022800571531057356,0.01699270583689213,32.03799124145508,33.11509971618652,0.7692876315116882,0.8102797794342042
44,0.0223530810251832,0.016978765316307546,32.16860656738281,33.121117706298826,0.7728182826042175,0.8103871512413025
45,0.02264700298011303,0.01698302708566189,32.08557856750488,33.11556777954102,0.7700046510696411,0.8103256583213806
46,0.02252977627515793,0.016969441398978234,32.04622883605957,33.12137115478516,0.771011113166809,0.8104514002799987
47,0.022682212240993975,0.016964140869677066,32.03249145507812,33.12513900756836,0.7700909857749939,0.8104797863960266
48,0.02263748286664486,0.016957893297076226,32.066766708374026,33.12748641967774,0.7706219773292542,0.8105223512649536
49,0.022484999924898146,0.016955982781946658,32.135689514160156,33.126683654785154,0.7719513440132141,0.810505530834198
50,0.02257335925102234,0.016949142329394817,32.110954788208005,33.12954612731934,0.771501660823822,0.810562162399292
51,0.022087518207728862,0.01694344062358141,32.18790013122559,33.132918701171874,0.7750949711799622,0.8106177949905395
52,0.022325203716754914,0.016937115527689457,32.129279937744144,33.134194412231444,0.7723299040794372,0.8106689047813416
53,0.022106746733188628,0.016942839063704015,32.24953303527832,33.131451263427735,0.7753811016082763,0.8106135845184326
54,0.02238947455585003,0.016938203647732734,32.14226037597656,33.13234474182129,0.7730559606552124,0.8106389236450195
55,0.022347081527113913,0.016934720054268836,32.097974502563474,33.1354239654541,0.7724250693321228,0.8106510281562805
56,0.022460620656609535,0.01693622998893261,32.133066482543946,33.13531028747558,0.7724040603637695,0.8106356191635132
57,0.022372135922312738,0.016934212297201157,32.11223309326172,33.133384704589844,0.7735580649375916,0.8106572937965393
58,0.02248493754863739,0.016932194903492927,32.114181732177734,33.13631324768066,0.7729270272254943,0.8106710982322692
59,0.02255080894380808,0.016930061504244805,32.07628396606445,33.13380813598633,0.7713546071052552,0.8106599450111389
60,0.022448328241705895,0.016927592046558856,32.14301641845703,33.13482177734375,0.7730638046264648,0.8106891322135925
61,0.02226868987083435,0.01692385446280241,32.18402770996094,33.13665138244629,0.7749668464660645,0.8107112908363342
62,0.022437056094408034,0.016920943967998026,32.14816949462891,33.13896865844727,0.7727165083885192,0.8107258081436157
63,0.022294299617409707,0.016918869204819203,32.15317314147949,33.137854385375974,0.7736890740394592,0.8107678937911987
64,0.022457281693816184,0.01691640168428421,32.09528009033203,33.138965911865235,0.7719356617927551,0.8107595300674438
65,0.022520826734602453,0.016912615709006786,32.12077806091309,33.14026725769043,0.7729420351982117,0.8107674646377564
66,0.022077660590410234,0.016913762018084526,32.17993765258789,33.14095687866211,0.7754359045028687,0.8107580995559692
67,0.022325889110565187,0.016910140663385392,32.18171530151367,33.140047225952145,0.7742726445198059,0.8107924389839173
68,0.022340291529893874,0.01691365636885166,32.10755540466309,33.13861656188965,0.7735775938034057,0.8107310175895691
69,0.022491698697209357,0.01690883796662092,32.070552642822264,33.14082221984863,0.7722888736724853,0.8107683682441711
70,0.022033419623970985,0.016909817494452,32.16866175842285,33.139373016357425,0.7754104032516479,0.8107699203491211
71,0.022136354088783262,0.016903399154543877,32.16140319824219,33.142858047485355,0.7742843890190124,0.8108040356636047
72,0.022298698827624322,0.01690355833619833,32.18978356933594,33.142947616577146,0.7747883715629578,0.8108143138885499
73,0.022254286937415598,0.016903290823101998,32.13964022827148,33.14014976501465,0.7738732876777649,0.8107967829704285
74,0.021983264341950418,0.016904503107070923,32.22114190673828,33.13942123413086,0.7768905701637268,0.8107604622840882
75,0.022099401727318765,0.016896360963582994,32.26836335754395,33.14408805847168,0.7760256180763244,0.8108544826507569
76,0.02220526520162821,0.016899243704974653,32.110357620239256,33.14075592041016,0.7741093215942383,0.8108239269256592
77,0.022183771580457687,0.016892723627388476,32.16264447021484,33.1453133392334,0.7741476488113403,0.8108734488487244
78,0.02217374038696289,0.01689229529350996,32.08443778991699,33.14554847717285,0.7749513459205627,0.8108556580543518
79,0.022155673384666442,0.01689063884317875,32.17508984375,33.145650482177736,0.7748860225677491,0.8108634281158448
80,0.02202861733734608,0.01689046297222376,32.24752655029297,33.14238983154297,0.7752391681671142,0.8108628082275391
81,0.0220798903927207,0.016891212835907936,32.181732177734375,33.14273971557617,0.7759416589736938,0.8108283162117005
82,0.022062955677509308,0.01689127292484045,32.2543621673584,33.14407707214355,0.7755437097549438,0.8108187866210937
83,0.022011990182101728,0.01688724186271429,32.2664275970459,33.147262496948244,0.7765425839424134,0.8108556699752808
84,0.022162653893232347,0.01688498377799988,32.15337089538574,33.14588706970215,0.7751487951278686,0.8108630585670471
85,0.022212259531021118,0.0168908029794693,32.11817468261719,33.14166976928711,0.7745746564865112,0.8108000016212463
86,0.022095398768782616,0.016882888041436672,32.23850129699707,33.145586547851565,0.7761439476013183,0.810846209526062
87,0.021859772473573683,0.016883574612438678,32.27335127258301,33.143737716674806,0.7779556903839111,0.8108492779731751
88,0.021999230086803438,0.016883528120815755,32.21787728881836,33.14439064025879,0.7760243854522705,0.810844509601593
89,0.021952092073857784,0.01688201416283846,32.228117126464845,33.145479125976564,0.7776805806159973,0.810822434425354
90,0.022060437083244323,0.01688227377831936,32.2660368347168,33.143462677001956,0.7761732516288757,0.810823004245758
91,0.02204567439854145,0.01688343334943056,32.21441761779785,33.14261260986328,0.7762296199798584,0.8108329749107361
92,0.021730228312313558,0.016878560818731785,32.305312057495115,33.143735275268554,0.7782017645835877,0.8108546352386474
93,0.021968910314142703,0.016877878941595554,32.22298767089844,33.14466636657715,0.7769512763023376,0.8108360719680786
94,0.02182179696857929,0.01687787238508463,32.25902752685547,33.14258483886719,0.7765769357681275,0.8108468055725098
95,0.021632379174232483,0.01688134118914604,32.32416497802734,33.1417170715332,0.7791659712791443,0.8107871460914612
96,0.021609943762421608,0.016873880364000796,32.30356004333496,33.14560935974121,0.7792103123664856,0.8108448672294617
97,0.021641499742865562,0.016871584020555018,32.30224752807617,33.147086181640624,0.7793219237327575,0.8108763003349304
98,0.02208423089981079,0.016874296590685844,32.206264892578126,33.14405364990235,0.7770320591926575,0.8108270978927612
99,0.021883180856704713,0.016878573633730413,32.24740118408203,33.14101463317871,0.7770192980766296,0.8107975029945373
100,0.02202611353993416,0.016875391528010368,32.2004695892334,33.141609039306644,0.77701984167099,0.8107979726791382
